,Name,Rating,Review Count,Price
425,Ippudo NY,4.0,9704,2
402,Joe's Shanghai,4.0,5680,2
377,Burger & Lobster,4.0,4975,2
389,Clinton Street Baking Company,4.0,4580,2
371,LoveMama,4.0,4105,2
